StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Technical_Skills_Score,PlacementStatus,PlacementStatus_encoded
2380,8.5,1.0,1,2,72,4.0,Yes,Yes,80,82,92.0,placed,1
2381,7.8,1.0,3,2,83,4.2,Yes,Yes,78,80,86.0,notplaced,0
2382,8.4,2.0,3,2,83,4.8,Yes,Yes,77,86,83.0,placed,1
2383,8.5,2.0,1,1,73,4.5,Yes,No,64,79,69.0,notplaced,0
2384,7.7,1.0,1,1,70,4.3,Yes,Yes,75,70,71.0,notplaced,0
2385,7.5,1.0,2,0,81,4.8,Yes,Yes,55,79,61.0,notplaced,0
2386,6.5,1.0,3,1,90,4.5,No,No,74,62,40.0,notplaced,0
2387,7.8,1.0,2,0,83,4.8,Yes,Yes,78,80,55.0,placed,1
2388,7.6,1.0,1,1,76,4.2,Yes,Yes,67,65,51.0,placed,1
2389,7.6,1.0,1,1,85,4.1,No,Yes,85,70,91.0,notplaced,0
2390,6.5,0.0,1,0,90,4.5,Yes,Yes,56,82,51.0,notplaced,0
2391,8.0,2.0,2,1,82,3.9,Yes,Yes,63,68,51.0,notplaced,0
2392,7.5,2.0,1,1,65,4.0,No,Yes,56,62,82.0,notplaced,0
2393,7.8,1.0,1,0,63,4.4,No,Yes,55,68,81.0,notplaced,0
2394,6.9,0.0,3,2,82,4.8,Yes,Yes,85,79,55.0,placed,1
2395,8.6,1.0,3,2,88,4.6,No,Yes,72,83,76.0,placed,1
2396,7.0,0.0,3,1,67,3.6,Yes,Yes,57,82,56.0,notplaced,0
2397,8.8,2.0,1,2,83,4.8,Yes,Yes,84,87,92.0,placed,1
2398,7.4,1.0,2,0,87,3.5,No,Yes,61,67,88.0,notplaced,0
2399,6.7,1.0,1,1,69,4.0,No,No,55,67,46.0,notplaced,0
2400,7.7,1.0,1,0,72,4.2,No,No,55,63,59.0,notplaced,0
2401,7.4,1.0,1,2,68,4.3,No,Yes,61,60,50.0,notplaced,0
2402,8.3,1.0,2,0,72,4.2,No,No,63,74,61.0,notplaced,0
2403,8.2,2.0,3,0,87,4.7,Yes,Yes,83,88,95.0,placed,1
2404,8.0,1.0,3,1,77,4.5,Yes,Yes,71,85,60.0,notplaced,0
2405,7.8,1.0,1,0,81,4.5,Yes,Yes,55,63,56.0,notplaced,0
2406,7.6,1.0,1,2,77,3.9,No,Yes,55,71,60.0,notplaced,0
2407,7.6,0.0,1,0,83,3.2,No,No,55,65,73.0,notplaced,0
2408,7.4,1.0,3,2,83,4.5,Yes,No,84,79,82.0,placed,1
2409,6.5,1.0,1,1,79,4.1,No,No,61,67,52.0,placed,1
2410,7.9,1.0,1,1,76,4.4,Yes,Yes,65,85,46.0,notplaced,0
2411,8.4,0.0,3,0,80,4.3,Yes,Yes,82,83,46.0,notplaced,0
2412,8.7,1.0,2,2,74,4.1,Yes,Yes,75,87,46.0,placed,1
2413,8.5,2.0,2,2,89,4.6,Yes,Yes,55,84,67.0,placed,1
2414,8.0,2.0,3,2,90,4.8,Yes,Yes,76,86,70.0,placed,1
2415,7.4,1.0,3,0,78,4.6,Yes,Yes,74,82,46.0,notplaced,0
2416,8.2,2.0,3,2,87,4.8,Yes,Yes,87,88,91.0,placed,1
2417,7.3,1.0,2,0,69,3.7,No,Yes,55,68,55.0,notplaced,0
2418,7.5,0.0,3,0,78,4.7,No,No,55,70,88.0,notplaced,0
2419,7.5,1.0,2,0,78,3.9,Yes,Yes,87,76,80.0,notplaced,0
2420,7.6,0.0,2,0,68,3.9,No,Yes,64,61,44.0,notplaced,0
2421,7.9,2.0,3,3,90,4.7,Yes,No,77,61,47.0,placed,1
2422,7.5,1.0,1,0,67,4.2,No,No,57,60,48.0,notplaced,0
2423,7.6,1.0,2,2,74,4.2,No,Yes,81,68,81.0,notplaced,0
2424,8.0,1.0,2,2,87,4.8,Yes,Yes,90,68,67.0,placed,1
2425,7.6,1.0,1,1,68,4.0,No,Yes,61,68,41.0,notplaced,0
2426,8.0,2.0,3,2,89,4.1,Yes,Yes,75,85,72.0,placed,1
2427,6.5,0.0,1,1,84,3.6,No,No,61,63,70.0,notplaced,0
2428,8.2,1.0,1,1,87,4.7,Yes,Yes,55,81,93.0,notplaced,0
2429,7.3,1.0,1,0,84,3.9,No,Yes,55,69,65.0,notplaced,0
2430,8.4,2.0,3,2,90,4.8,Yes,Yes,82,87,78.0,placed,1
2431,7.9,2.0,3,2,90,4.6,Yes,Yes,82,81,79.0,placed,1
2432,7.4,1.0,1,1,69,3.9,Yes,Yes,63,66,57.0,notplaced,0
2433,6.5,0.0,1,1,76,4.7,Yes,No,82,64,50.0,notplaced,0
2434,7.7,1.0,1,0,70,3.9,Yes,Yes,71,82,90.0,notplaced,0
2435,8.4,0.0,3,2,90,4.8,Yes,Yes,83,83,84.0,placed,1
2436,8.0,1.0,2,0,61,3.6,Yes,No,59,64,76.0,notplaced,0
2437,7.7,0.0,1,1,90,4.3,Yes,Yes,75,75,54.0,placed,1
2438,7.6,1.0,2,0,70,4.7,No,Yes,60,64,88.0,placed,1
2439,7.4,0.0,2,0,76,4.5,No,Yes,72,85,64.0,notplaced,0
2440,6.8,1.0,2,0,75,4.2,No,Yes,77,57,66.0,notplaced,0
2441,8.0,0.0,3,2,76,4.7,Yes,Yes,77,82,94.0,placed,1
2442,8.4,2.0,3,2,90,4.5,Yes,Yes,83,86,78.0,placed,1
2443,7.4,2.0,2,0,69,4.1,No,No,59,75,66.0,notplaced,0
2444,7.8,1.0,3,1,75,4.4,Yes,Yes,59,72,52.0,notplaced,0
2445,6.5,1.0,1,2,68,3.5,No,No,76,61,41.0,notplaced,0
2446,8.7,0.0,3,2,81,4.5,Yes,Yes,80,66,72.0,placed,1
2447,8.4,2.0,1,1,88,4.8,Yes,Yes,85,84,80.0,notplaced,0
2448,7.8,0.0,1,0,67,4.1,Yes,No,59,69,46.0,notplaced,0
2449,6.7,1.0,1,0,63,4.6,No,No,67,66,50.0,notplaced,0
2450,8.6,2.0,3,2,90,4.8,Yes,Yes,82,87,67.0,placed,1
2451,8.0,1.0,3,2,82,4.8,No,Yes,61,87,59.0,placed,1
2452,7.8,2.0,1,0,86,4.3,No,Yes,78,80,95.0,placed,1
2453,7.6,0.0,1,1,75,3.6,No,Yes,59,62,66.0,notplaced,0
2454,8.0,1.0,2,3,74,4.0,Yes,Yes,78,83,81.0,placed,1
2455,7.2,1.0,1,0,82,4.0,No,Yes,82,74,68.0,placed,1
2456,7.9,1.0,3,0,83,4.8,No,No,76,82,88.0,notplaced,0
2457,7.8,2.0,3,2,90,3.9,Yes,Yes,60,87,55.0,notplaced,0
2458,8.1,0.0,2,3,72,3.2,Yes,Yes,73,83,62.0,placed,1
2459,8.4,2.0,3,3,83,4.7,Yes,No,69,83,66.0,notplaced,0
2460,7.6,1.0,2,0,71,4.8,No,Yes,58,67,64.0,notplaced,0
2461,8.4,2.0,2,0,83,4.8,Yes,No,71,66,57.0,placed,1
2462,7.6,1.0,1,0,70,4.1,No,No,61,63,80.0,notplaced,0
2463,7.9,0.0,1,0,64,4.1,Yes,Yes,63,67,93.0,notplaced,0
2464,7.6,1.0,2,1,86,4.4,Yes,Yes,90,79,66.0,notplaced,0
2465,7.5,0.0,2,0,90,4.8,No,Yes,55,79,62.0,notplaced,0
2466,7.6,1.0,1,1,84,4.1,No,No,55,66,83.0,notplaced,0
2467,7.5,1.0,2,0,79,4.3,No,Yes,58,67,49.0,notplaced,0
2468,7.9,1.0,1,1,89,4.0,No,Yes,81,70,49.0,notplaced,0
2469,7.9,2.0,3,3,78,4.5,Yes,Yes,71,87,69.0,placed,1
2470,7.6,1.0,3,0,68,4.2,Yes,Yes,88,82,68.0,notplaced,0
2471,8.1,1.0,1,0,70,4.3,Yes,No,68,61,56.0,notplaced,0
2472,7.6,2.0,1,0,73,4.6,Yes,Yes,78,73,68.0,notplaced,0
2473,7.9,2.0,1,2,75,3.9,Yes,No,77,80,53.0,notplaced,0
2474,8.5,2.0,3,2,88,4.8,Yes,Yes,77,85,63.0,notplaced,0
2475,7.5,2.0,3,0,88,4.6,Yes,Yes,72,86,40.0,notplaced,0
2476,7.7,1.0,2,0,73,3.8,No,Yes,55,74,61.0,notplaced,0
2477,7.6,1.0,1,2,67,3.8,No,Yes,57,70,78.0,placed,1
2478,8.3,2.0,3,2,85,4.5,Yes,Yes,87,80,59.0,placed,1
2479,7.4,1.0,2,1,72,3.3,Yes,Yes,81,69,59.0,placed,1
2480,8.2,1.0,1,1,84,3.9,Yes,Yes,61,60,81.0,placed,1
2481,6.6,1.0,1,1,77,3.0,No,No,57,68,88.0,notplaced,0
2482,8.6,1.0,3,2,90,4.8,Yes,Yes,80,80,51.0,placed,1
2483,7.6,1.0,2,2,76,4.5,Yes,Yes,76,81,88.0,notplaced,0
2484,8.6,1.0,3,0,83,4.8,Yes,Yes,81,86,56.0,placed,1
2485,7.7,1.0,0,0,75,4.1,Yes,Yes,71,61,86.0,placed,1
2486,8.0,1.0,2,0,72,4.8,Yes,No,87,67,47.0,notplaced,0
2487,8.1,1.0,3,2,85,4.7,Yes,Yes,68,88,84.0,placed,1
2488,6.5,1.0,2,1,82,4.0,No,Yes,55,62,56.0,notplaced,0
2489,7.7,1.0,3,0,86,4.1,Yes,Yes,77,58,46.0,notplaced,0
2490,8.2,1.0,1,2,72,4.4,No,No,83,68,69.0,notplaced,0
2491,7.7,2.0,2,2,90,4.8,Yes,Yes,79,83,88.0,placed,1
2492,8.6,1.0,2,2,90,4.6,Yes,Yes,81,87,65.0,placed,1
2493,8.0,0.0,1,0,70,3.6,No,No,56,63,62.0,notplaced,0
2494,7.5,1.0,2,0,71,4.0,Yes,No,55,66,42.0,notplaced,0
2495,7.9,1.0,3,2,90,4.6,Yes,Yes,81,88,58.0,placed,1
2496,7.4,1.0,1,1,66,4.0,No,Yes,55,67,83.0,notplaced,0
2497,8.0,0.0,3,1,80,4.6,Yes,Yes,86,84,83.0,placed,1
2498,8.4,1.0,2,0,82,4.4,Yes,Yes,71,83,48.0,notplaced,0
2499,7.6,1.0,1,0,83,4.3,No,Yes,57,71,51.0,notplaced,0
2500,8.5,0.0,1,0,81,4.2,Yes,Yes,74,65,47.0,placed,1
2501,8.0,1.0,2,0,90,4.3,Yes,Yes,75,70,43.0,notplaced,0
2502,7.8,0.0,2,0,80,4.1,No,Yes,60,83,80.0,placed,1
2503,7.7,1.0,1,0,67,4.0,No,No,55,69,65.0,notplaced,0
2504,7.8,2.0,3,2,84,4.7,Yes,Yes,81,86,44.0,placed,1
2505,7.5,1.0,2,2,72,3.9,Yes,Yes,55,71,81.0,notplaced,0
2506,8.3,1.0,3,2,90,4.8,Yes,Yes,85,86,89.0,placed,1
2507,8.3,1.0,0,0,73,4.6,Yes,Yes,70,85,85.0,placed,1
2508,6.9,0.0,2,0,79,4.1,No,Yes,63,64,68.0,notplaced,0
2509,6.8,1.0,1,1,72,4.3,No,Yes,65,60,47.0,placed,1
2510,7.3,1.0,1,1,66,3.6,No,Yes,55,65,56.0,notplaced,0
2511,8.2,2.0,3,2,87,4.8,Yes,Yes,77,86,80.0,placed,1
2512,8.1,0.0,2,0,81,4.8,No,Yes,88,82,85.0,notplaced,0
2513,6.8,1.0,1,1,78,4.1,Yes,No,78,86,64.0,notplaced,0
2514,7.7,1.0,2,0,68,3.7,No,Yes,74,71,54.0,notplaced,0
2515,7.4,2.0,1,0,74,4.5,Yes,Yes,67,68,56.0,notplaced,0
2516,8.2,2.0,3,2,90,4.5,Yes,Yes,90,67,63.0,placed,1
2517,8.0,1.0,3,0,89,4.5,Yes,Yes,79,78,44.0,placed,1
2518,6.7,2.0,3,2,85,4.2,Yes,Yes,64,64,87.0,notplaced,0
2519,6.8,0.0,1,1,62,3.5,No,No,55,63,49.0,notplaced,0
2520,7.7,0.0,2,0,81,4.2,No,Yes,75,60,89.0,notplaced,0
2521,7.6,1.0,1,0,69,3.9,No,No,59,64,64.0,notplaced,0
2522,8.1,1.0,1,2,76,4.0,No,Yes,71,71,94.0,notplaced,0
2523,7.5,1.0,2,0,75,3.9,No,No,56,66,81.0,notplaced,0
2524,8.4,1.0,3,2,85,4.8,Yes,Yes,76,82,40.0,placed,1
2525,7.8,0.0,2,1,74,4.5,No,Yes,74,81,60.0,placed,1
2526,6.9,0.0,1,1,73,3.5,No,Yes,69,63,80.0,notplaced,0
2527,8.2,0.0,2,1,68,4.3,Yes,Yes,62,68,86.0,placed,1
2528,7.0,0.0,1,1,75,4.0,No,Yes,58,73,90.0,notplaced,0
2529,6.8,1.0,2,2,76,3.7,Yes,Yes,55,63,91.0,notplaced,0
2530,8.3,0.0,3,0,90,4.8,Yes,Yes,74,85,80.0,placed,1
2531,8.5,2.0,3,2,87,4.4,Yes,Yes,77,71,84.0,placed,1
2532,7.3,1.0,1,2,76,4.3,No,No,55,70,86.0,placed,1
2533,7.5,1.0,3,0,83,4.7,Yes,Yes,59,87,95.0,placed,1
2534,6.5,1.0,2,1,78,4.5,No,No,57,66,51.0,notplaced,0
2535,7.2,1.0,1,1,73,3.6,No,No,56,65,88.0,placed,1
2536,8.1,1.0,3,2,90,4.8,Yes,Yes,86,80,85.0,placed,1
2537,7.4,1.0,1,0,90,4.4,No,Yes,58,63,55.0,notplaced,0
2538,7.4,0.0,2,2,78,3.8,No,Yes,80,70,47.0,notplaced,0
2539,8.4,2.0,3,2,90,4.8,Yes,Yes,69,63,44.0,placed,1
2540,7.5,1.0,3,1,84,4.8,Yes,Yes,72,67,79.0,placed,1
2541,6.8,0.0,2,2,84,4.5,No,No,67,70,44.0,notplaced,0
2542,8.4,1.0,2,2,72,4.6,Yes,Yes,70,67,58.0,notplaced,0
2543,8.4,1.0,3,2,90,4.8,Yes,Yes,85,88,51.0,placed,1
2544,7.6,1.0,2,0,90,4.8,Yes,Yes,77,86,46.0,placed,1
2545,8.2,0.0,1,1,85,4.7,Yes,No,81,66,59.0,notplaced,0
2546,8.3,1.0,3,1,72,4.3,Yes,Yes,55,67,75.0,notplaced,0
2547,6.9,1.0,2,1,60,4.8,Yes,Yes,69,69,58.0,notplaced,0
2548,8.7,1.0,3,0,87,4.8,Yes,Yes,65,82,84.0,notplaced,0
2549,7.5,1.0,1,1,72,4.4,No,Yes,60,69,75.0,notplaced,0
2550,7.6,1.0,2,0,86,4.2,No,Yes,58,65,41.0,notplaced,0
2551,7.6,2.0,3,0,78,3.7,Yes,Yes,72,84,55.0,placed,1
2552,8.5,2.0,1,1,80,3.6,Yes,No,83,68,46.0,notplaced,0
2553,6.9,2.0,3,3,80,4.8,Yes,No,82,86,47.0,placed,1
2554,8.0,1.0,3,2,90,4.8,No,Yes,85,88,60.0,placed,1
2555,8.2,2.0,3,2,90,4.1,Yes,Yes,73,69,61.0,placed,1
2556,8.2,1.0,3,2,89,4.5,Yes,Yes,84,88,84.0,placed,1
2557,8.4,1.0,2,2,86,4.8,No,Yes,87,85,47.0,placed,1
2558,8.2,1.0,3,2,90,4.8,Yes,Yes,75,81,77.0,placed,1
2559,7.5,0.0,1,0,77,4.3,No,Yes,61,69,56.0,notplaced,0
2560,8.4,1.0,3,2,90,4.8,Yes,Yes,87,83,87.0,placed,1
2561,8.3,2.0,3,2,90,4.8,Yes,Yes,68,88,59.0,placed,1
2562,8.4,0.0,2,2,86,4.7,Yes,Yes,66,87,61.0,notplaced,0
2563,7.5,1.0,2,0,77,4.8,No,Yes,55,59,46.0,notplaced,0
2564,7.6,1.0,1,2,73,4.2,Yes,No,64,76,49.0,notplaced,0
2565,7.6,2.0,2,2,79,4.8,Yes,Yes,76,82,86.0,placed,1
2566,8.3,1.0,2,0,76,4.4,Yes,Yes,82,84,61.0,placed,1
2567,7.5,1.0,1,0,68,4.8,No,Yes,63,69,44.0,notplaced,0
2568,7.4,1.0,1,0,66,3.8,Yes,Yes,62,65,64.0,notplaced,0
2569,8.3,0.0,1,1,69,4.1,Yes,Yes,60,66,54.0,notplaced,0
2570,8.4,1.0,3,2,90,4.7,Yes,Yes,81,88,76.0,placed,1
2571,7.1,1.0,1,0,74,4.7,Yes,No,78,70,50.0,notplaced,0
2572,8.4,0.0,2,0,81,3.8,Yes,Yes,65,65,44.0,placed,1
2573,8.1,0.0,3,2,87,4.8,Yes,No,90,83,78.0,placed,1
2574,7.4,1.0,1,3,74,4.1,No,Yes,61,63,63.0,notplaced,0
2575,7.8,1.0,1,2,62,3.9,No,No,60,62,46.0,notplaced,0
2576,8.2,2.0,3,0,81,4.7,Yes,No,79,61,63.0,notplaced,0
2577,7.4,1.0,3,2,87,4.4,No,Yes,78,72,93.0,notplaced,0
2578,6.6,1.0,1,1,83,3.9,Yes,No,70,66,55.0,notplaced,0
2579,6.7,0.0,2,0,82,4.3,No,Yes,55,62,75.0,notplaced,0
2580,6.5,0.0,1,1,73,3.8,No,Yes,55,71,50.0,notplaced,0
2581,8.0,0.0,1,1,67,4.1,Yes,Yes,62,61,72.0,placed,1
2582,7.9,1.0,3,0,78,4.2,No,Yes,55,74,81.0,placed,1
2583,6.5,2.0,3,2,81,3.3,No,Yes,83,76,74.0,placed,1
2584,8.7,2.0,3,2,90,4.8,Yes,Yes,81,80,88.0,placed,1
2585,8.8,2.0,3,2,85,4.7,Yes,No,86,86,48.0,placed,1
2586,6.6,1.0,1,0,60,4.2,No,Yes,62,67,48.0,notplaced,0
2587,7.4,1.0,2,0,73,3.3,No,Yes,57,66,60.0,notplaced,0
2588,8.8,1.0,1,0,69,4.7,Yes,Yes,70,83,87.0,notplaced,0
2589,7.3,2.0,2,1,85,4.8,No,No,56,69,49.0,notplaced,0
2590,8.5,2.0,3,2,90,4.7,No,Yes,76,82,48.0,placed,1
2591,7.9,2.0,2,1,88,4.5,Yes,Yes,83,73,60.0,placed,1
2592,6.6,1.0,3,2,76,4.5,Yes,Yes,74,84,80.0,placed,1
2593,8.2,2.0,2,0,72,4.8,No,Yes,72,64,61.0,notplaced,0
2594,7.5,1.0,2,1,76,4.2,No,Yes,55,71,80.0,notplaced,0
2595,7.7,1.0,1,0,73,4.0,Yes,Yes,65,75,61.0,placed,1
2596,8.2,2.0,3,2,90,4.8,Yes,Yes,85,83,92.0,placed,1
2597,7.5,1.0,2,1,77,4.6,Yes,Yes,84,65,90.0,notplaced,0
2598,7.1,1.0,1,1,87,4.2,No,No,75,70,87.0,notplaced,0
2599,7.7,1.0,2,0,84,4.7,No,Yes,72,61,66.0,notplaced,0
2600,7.3,1.0,1,0,68,4.3,No,No,55,72,80.0,notplaced,0
2601,7.9,0.0,1,0,69,3.8,No,Yes,66,61,79.0,notplaced,0
2602,8.2,0.0,2,2,90,4.8,Yes,Yes,77,83,88.0,placed,1
2603,6.8,1.0,1,0,80,4.3,No,Yes,55,76,56.0,placed,1
2604,7.3,1.0,1,0,62,4.1,No,No,57,73,63.0,notplaced,0
2605,7.9,2.0,3,2,90,4.7,Yes,Yes,75,74,51.0,placed,1
2606,8.4,2.0,3,2,90,4.8,Yes,Yes,81,88,91.0,placed,1
2607,8.6,2.0,3,2,79,4.8,Yes,Yes,75,86,51.0,placed,1
2608,8.5,1.0,1,0,80,4.6,No,No,61,69,51.0,notplaced,0
2609,7.8,2.0,3,0,81,4.5,Yes,Yes,77,81,69.0,notplaced,0
2610,7.3,0.0,3,2,90,4.1,Yes,Yes,80,80,94.0,placed,1
2611,7.6,0.0,1,1,65,4.2,Yes,Yes,58,65,81.0,notplaced,0
2612,8.5,0.0,2,2,86,4.8,No,Yes,55,69,49.0,placed,1
2613,8.5,2.0,3,2,90,4.8,Yes,Yes,79,80,87.0,placed,1
2614,8.4,2.0,3,2,90,4.5,Yes,Yes,84,85,45.0,notplaced,0
2615,7.7,0.0,1,1,72,3.8,Yes,Yes,63,68,61.0,notplaced,0
2616,7.7,0.0,2,0,80,4.3,No,Yes,75,67,70.0,notplaced,0
2617,7.4,2.0,1,2,90,4.7,Yes,Yes,81,88,75.0,notplaced,0
2618,6.6,1.0,1,0,72,4.1,Yes,No,58,64,57.0,placed,1
2619,7.4,1.0,0,1,67,3.6,No,No,55,63,88.0,notplaced,0
2620,7.9,2.0,1,0,77,4.3,Yes,No,77,84,86.0,notplaced,0
2621,8.6,2.0,3,2,84,4.5,Yes,Yes,81,85,56.0,placed,1
2622,7.5,1.0,1,1,69,3.7,No,No,55,63,76.0,notplaced,0
2623,6.7,1.0,1,0,70,3.6,No,No,64,69,45.0,notplaced,0
2624,7.8,1.0,3,2,90,4.1,Yes,No,70,86,77.0,notplaced,0
2625,7.7,1.0,1,0,82,3.7,No,Yes,55,81,93.0,placed,1
2626,7.6,1.0,1,0,89,4.2,No,Yes,55,68,58.0,notplaced,0
2627,6.6,1.0,1,0,87,4.8,No,No,56,65,67.0,notplaced,0
2628,6.7,2.0,1,2,77,4.1,No,Yes,58,57,95.0,notplaced,0
2629,7.5,1.0,1,1,65,3.7,Yes,Yes,55,61,50.0,notplaced,0
2630,8.4,1.0,3,1,80,4.4,Yes,Yes,74,80,72.0,notplaced,0
2631,7.6,1.0,3,0,80,4.7,No,No,77,70,60.0,notplaced,0
2632,7.5,1.0,2,0,62,3.9,No,No,71,72,79.0,notplaced,0
2633,8.4,2.0,2,0,80,4.0,Yes,No,71,84,68.0,notplaced,0
2634,7.5,1.0,1,0,80,4.7,No,No,56,82,41.0,placed,1
2635,7.9,1.0,2,1,86,4.6,Yes,Yes,82,62,67.0,placed,1
2636,6.5,0.0,1,0,76,4.6,Yes,Yes,79,67,90.0,notplaced,0
2637,8.3,1.0,3,2,90,4.8,Yes,Yes,76,88,69.0,placed,1
2638,8.1,1.0,3,2,86,4.6,Yes,Yes,88,84,60.0,placed,1
2639,7.6,0.0,1,0,69,3.4,No,No,60,74,95.0,notplaced,0
2640,8.4,2.0,3,2,90,4.8,Yes,Yes,85,78,46.0,placed,1
2641,8.0,0.0,1,0,81,3.1,No,No,65,59,86.0,notplaced,0
2642,8.1,1.0,2,0,89,4.8,Yes,Yes,77,83,87.0,notplaced,0
2643,8.5,0.0,2,1,89,4.8,Yes,Yes,56,72,58.0,placed,1
2644,8.9,2.0,1,2,90,4.7,Yes,Yes,75,84,90.0,placed,1
2645,7.3,1.0,1,1,80,4.7,No,No,55,67,44.0,notplaced,0
2646,7.0,2.0,1,0,75,3.8,Yes,Yes,69,67,83.0,placed,1
2647,6.8,1.0,1,1,65,4.5,No,Yes,55,62,89.0,notplaced,0
2648,7.4,0.0,1,0,72,3.6,No,No,60,71,95.0,notplaced,0
2649,8.5,1.0,3,1,89,4.6,Yes,Yes,78,82,55.0,notplaced,0
2650,7.9,2.0,1,3,70,4.0,Yes,Yes,67,81,59.0,placed,1
2651,8.5,1.0,2,0,85,4.3,No,Yes,55,83,44.0,placed,1
2652,7.6,0.0,2,2,76,4.2,Yes,Yes,78,84,54.0,notplaced,0
2653,7.8,2.0,3,2,90,4.6,Yes,Yes,79,88,45.0,placed,1
2654,7.3,1.0,1,1,67,3.4,No,No,55,68,75.0,notplaced,0
2655,8.5,1.0,3,3,88,4.4,Yes,Yes,75,83,94.0,placed,1
2656,8.5,2.0,2,2,90,4.8,Yes,Yes,84,71,86.0,placed,1
2657,6.5,0.0,1,2,63,3.9,No,No,59,70,93.0,notplaced,0
2658,7.4,1.0,3,2,83,4.8,No,Yes,68,88,91.0,placed,1
2659,7.6,1.0,2,0,75,3.9,Yes,Yes,57,62,46.0,notplaced,0
2660,7.5,1.0,3,2,78,4.6,Yes,Yes,74,84,76.0,placed,1
2661,8.5,2.0,2,3,67,4.6,Yes,No,58,80,80.0,notplaced,0
2662,7.5,1.0,2,0,74,4.3,No,No,55,65,65.0,notplaced,0
2663,6.5,1.0,1,1,72,4.4,No,No,58,67,91.0,notplaced,0
2664,7.7,0.0,3,0,83,4.2,Yes,Yes,71,82,95.0,notplaced,0
2665,7.5,0.0,1,0,80,4.5,Yes,Yes,79,73,68.0,notplaced,0
2666,7.6,1.0,3,0,72,4.0,Yes,No,66,74,66.0,notplaced,0
2667,8.2,2.0,3,2,90,4.8,Yes,Yes,73,83,70.0,placed,1
2668,6.5,0.0,1,1,60,3.2,No,No,62,74,82.0,notplaced,0
2669,6.9,0.0,1,0,73,3.0,No,No,62,62,79.0,notplaced,0
2670,8.6,2.0,3,2,90,4.8,Yes,Yes,75,78,78.0,placed,1
2671,6.8,1.0,1,0,82,4.2,No,No,59,72,53.0,notplaced,0
2672,8.4,1.0,1,1,82,4.3,Yes,Yes,60,82,43.0,notplaced,0
2673,6.7,1.0,2,0,90,4.7,Yes,Yes,55,82,51.0,placed,1
2674,7.5,1.0,1,2,78,4.4,No,Yes,76,74,48.0,notplaced,0
2675,8.1,1.0,1,1,78,4.3,No,Yes,58,63,70.0,notplaced,0
2676,8.3,1.0,3,1,81,4.3,Yes,Yes,79,88,88.0,notplaced,0
2677,6.5,0.0,1,0,72,4.6,No,No,79,58,62.0,notplaced,0
2678,7.2,1.0,2,3,78,4.5,Yes,Yes,70,74,62.0,notplaced,0
2679,8.5,1.0,3,2,84,4.6,Yes,Yes,74,85,67.0,placed,1
2680,7.2,1.0,1,1,66,3.8,Yes,No,67,67,88.0,notplaced,0
2681,6.5,1.0,1,0,77,3.9,Yes,No,67,71,73.0,notplaced,0
2682,6.5,1.0,1,1,79,3.8,No,Yes,60,69,42.0,notplaced,0
2683,6.5,0.0,2,0,79,3.6,No,Yes,72,70,73.0,notplaced,0
2684,6.5,1.0,2,0,73,3.6,Yes,Yes,84,72,87.0,notplaced,0
2685,7.0,1.0,2,0,72,4.1,No,Yes,71,73,45.0,notplaced,0
2686,8.4,1.0,3,1,83,4.2,Yes,Yes,85,81,81.0,placed,1
2687,7.9,1.0,3,0,83,4.6,Yes,Yes,81,68,75.0,placed,1
2688,8.5,2.0,3,1,90,4.7,Yes,Yes,72,77,89.0,placed,1
2689,8.4,1.0,3,2,77,4.5,Yes,Yes,82,80,69.0,placed,1
2690,6.5,1.0,2,0,84,4.7,No,Yes,55,60,76.0,notplaced,0
2691,6.5,1.0,2,1,73,4.1,No,Yes,65,68,70.0,notplaced,0
2692,7.6,1.0,2,0,80,3.7,No,Yes,69,63,41.0,notplaced,0
2693,8.4,1.0,3,2,86,4.7,Yes,Yes,80,84,80.0,placed,1
2694,8.3,0.0,1,2,84,4.8,Yes,Yes,83,82,76.0,placed,1
2695,7.6,1.0,2,0,73,4.4,No,Yes,56,66,47.0,placed,1
2696,7.7,1.0,1,1,66,3.3,No,No,55,62,90.0,notplaced,0
2697,7.2,1.0,2,0,69,4.5,No,Yes,56,67,89.0,placed,1
2698,8.3,2.0,2,2,77,4.0,Yes,Yes,84,81,95.0,placed,1
2699,8.6,1.0,3,1,85,4.6,Yes,Yes,71,84,93.0,placed,1
2700,8.4,2.0,3,2,90,4.8,Yes,Yes,75,84,79.0,placed,1
2701,6.7,1.0,1,0,86,4.8,No,Yes,55,64,49.0,placed,1
2702,7.3,0.0,1,0,81,4.2,No,Yes,59,60,87.0,notplaced,0
2703,8.5,2.0,3,2,90,4.8,Yes,Yes,83,85,64.0,placed,1
2704,7.3,1.0,1,0,78,3.7,No,No,55,70,60.0,notplaced,0
2705,7.5,1.0,2,2,72,4.1,Yes,Yes,66,70,81.0,notplaced,0
2706,8.6,2.0,3,2,90,4.7,Yes,Yes,85,82,74.0,placed,1
2707,8.8,1.0,3,3,90,4.8,Yes,Yes,75,84,68.0,notplaced,0
2708,7.5,0.0,2,0,80,4.4,No,Yes,65,68,41.0,notplaced,0
2709,8.5,2.0,1,2,83,4.3,Yes,Yes,65,84,67.0,notplaced,0
2710,7.9,2.0,3,2,90,4.8,Yes,Yes,81,87,56.0,placed,1
